,Accession,Geo_Location,s-gene_location,gene_length,protein_id,protein_length
1512,MT334527,USA,[21525:25347](+),3822.0,QIZ64326.1,1273.0
1513,MT334528,USA,[21524:25346](+),3822.0,QIZ64337.1,1273.0
1514,MT334529,USA,[21562:25384](+),3822.0,QIZ64350.1,1273.0
1515,MT334530,USA,[21558:25380](+),3822.0,QIZ64361.1,1273.0
1516,MT334531,USA,[21523:25345](+),3822.0,QIZ64374.1,1273.0
1517,MT334532,USA,[21534:25356](+),3822.0,QIZ64385.1,1273.0
1518,MT334533,USA,[21561:25383](+),3822.0,QIZ64398.1,1273.0
1519,MT334534,USA,[21554:25376](+),3822.0,QIZ64410.1,1273.0
1520,MT334535,USA,[21559:25381](+),3822.0,QIZ64422.1,1273.0
1521,MT334536,USA,[21558:25380](+),3822.0,QIZ64434.1,1273.0
1522,MT334537,USA,[21560:25382](+),3822.0,QIZ64446.1,1273.0
1523,MT334538,USA,[21562:25384](+),3822.0,QIZ64458.1,1273.0
1524,MT334539,USA,[21521:25343](+),3822.0,QIZ64470.1,1273.0
1525,MT334540,USA,[21560:25382](+),3822.0,QIZ64482.1,1273.0
1526,MT334541,USA,[21561:25383](+),3822.0,QIZ64494.1,1273.0
1527,MT334542,USA,[21562:25384](+),3822.0,QIZ64506.1,1273.0
1528,MT334543,USA,[21523:25345](+),3822.0,QIZ64527.1,1273.0
1529,MT334544,USA,[21562:25384](+),3822.0,QIZ64530.1,1273.0
1530,MT334545,USA,[21520:25342](+),3822.0,QIZ64541.1,1273.0
1531,MT334546,USA,[21558:25380](+),3822.0,QIZ64554.1,1273.0
1532,MT334547,USA,[21562:25384](+),3822.0,QIZ64566.1,1273.0
1533,MT334548,USA,[21558:25380](+),3822.0,QIZ64578.1,1273.0
1535,MT334550,USA,[21549:25371](+),3822.0,QIZ64600.1,1273.0
1536,MT334551,USA,[21522:25344](+),3822.0,QIZ64612.1,1273.0
1537,MT334552,USA,[21514:25336](+),3822.0,QIZ64624.1,1273.0
1538,MT334553,USA,[21522:25344](+),3822.0,QIZ64636.1,1273.0
1539,MT334554,USA,[21523:25345](+),3822.0,QIZ64648.1,1273.0
1540,MT334555,USA,[21523:25345](+),3822.0,QIZ64660.1,1273.0
1541,MT334556,USA,[21559:25381](+),3822.0,QIZ64672.1,1273.0
1542,MT334557,USA,[21562:25384](+),3822.0,QIZ64685.1,1273.0
1543,MT334558,USA,[21523:25345](+),3822.0,QIZ64696.1,1273.0
1544,MT334559,USA,[21558:25380](+),3822.0,QIZ64708.1,1273.0
1545,MT334560,USA,[21523:25345](+),3822.0,QIZ64720.1,1273.0
1546,MT334561,USA,[21558:25380](+),3822.0,QIZ64732.1,1273.0
1548,MT334563,USA,[21561:25383](+),3822.0,QIZ64754.1,1273.0
1549,MT334564,USA,[21523:25345](+),3822.0,QIZ64766.1,1273.0
1550,MT334565,USA,[21523:25345](+),3822.0,QIZ64778.1,1273.0
1551,MT334566,USA,[21523:25345](+),3822.0,QIZ64790.1,1273.0
1552,MT334567,USA,[21523:25345](+),3822.0,QIZ64802.1,1273.0
1553,MT334568,USA,[21552:25374](+),3822.0,QIZ64814.1,1273.0
1554,MT334569,USA,[21522:25344](+),3822.0,QIZ64826.1,1273.0
1555,MT334570,USA,[21545:25367](+),3822.0,QIZ64838.1,1273.0
1556,MT334571,USA,[21523:25345](+),3822.0,QIZ64850.1,1273.0
1557,MT334572,USA,[21523:25345](+),3822.0,QIZ64862.1,1273.0
1558,MT334573,USA,[21547:25369](+),3822.0,QIZ64874.1,1273.0
1559,MT324062,South Africa,[21562:25384](+),3822.0,QIZ15537.1,1273.0
1565,MT324684,USA,[21562:25384](+),3822.0,QIZ14997.1,1273.0
1566,MT325561,USA,[21562:25384](+),3822.0,QIZ15549.1,1273.0
1567,MT325562,USA,[21562:25384](+),3822.0,QIZ15561.1,1273.0
1568,MT325563,USA,[21562:25384](+),3822.0,QIZ15573.1,1273.0
1569,MT325564,USA,[21562:25384](+),3822.0,QIZ15585.1,1273.0
1570,MT325565,USA,[21562:25384](+),3822.0,QIZ15597.1,1273.0
1571,MT325566,USA,[21562:25384](+),3822.0,QIZ15609.1,1273.0
1572,MT325567,USA,[21562:25384](+),3822.0,QIZ15621.1,1273.0
1573,MT325568,USA,[21562:25384](+),3822.0,QIZ15633.1,1273.0
1574,MT325569,USA,[21562:25384](+),3822.0,QIZ15645.1,1273.0
1575,MT325570,USA,[21562:25384](+),3822.0,QIZ15657.1,1273.0
1576,MT325571,USA,[21562:25384](+),3822.0,QIZ15669.1,1273.0
1577,MT325572,USA,[21562:25384](+),3822.0,QIZ15681.1,1273.0
1578,MT325573,USA,[21562:25384](+),3822.0,QIZ15693.1,1273.0
1579,MT325574,USA,[21562:25384](+),3822.0,QIZ15705.1,1273.0
1580,MT325575,USA,[21562:25384](+),3822.0,QIZ15717.1,1273.0
1581,MT325576,USA,[21562:25384](+),3822.0,QIZ15729.1,1273.0
1582,MT325577,USA,[21562:25384](+),3822.0,QIZ15741.1,1273.0
1583,MT325578,USA,[21562:25384](+),3822.0,QIZ15753.1,1273.0
1584,MT325579,USA,[21562:25384](+),3822.0,QIZ15765.1,1273.0
1585,MT325580,USA,[21562:25384](+),3822.0,QIZ15777.1,1273.0
1586,MT325581,USA,[21562:25384](+),3822.0,QIZ15789.1,1273.0
1587,MT325582,USA,[21562:25384](+),3822.0,QIZ15801.1,1273.0
1588,MT325583,USA,[21562:25384](+),3822.0,QIZ15813.1,1273.0
1589,MT325584,USA,[21562:25384](+),3822.0,QIZ15825.1,1273.0
1590,MT325585,USA,[21562:25384](+),3822.0,QIZ15837.1,1273.0
1591,MT325586,USA,[21562:25384](+),3822.0,QIZ15849.1,1273.0
1592,MT325587,USA,[21562:25384](+),3822.0,QIZ15861.1,1273.0
1593,MT325588,USA,[21562:25384](+),3822.0,QIZ15873.1,1273.0
1594,MT325589,USA,[21562:25384](+),3822.0,QIZ15885.1,1273.0
1595,MT325590,USA,[21562:25384](+),3822.0,QIZ15897.1,1273.0
1596,MT325591,USA,[21562:25384](+),3822.0,QIZ15909.1,1273.0
1597,MT325592,USA,[21562:25384](+),3822.0,QIZ15921.1,1273.0
1598,MT325593,USA,[21562:25384](+),3822.0,QIZ15933.1,1273.0
1599,MT325594,USA,[21562:25384](+),3822.0,QIZ15945.1,1273.0
1600,MT325595,USA,[21562:25384](+),3822.0,QIZ15957.1,1273.0
1601,MT325596,USA,[21562:25384](+),3822.0,QIZ15969.1,1273.0
1602,MT325597,USA,[21562:25384](+),3822.0,QIZ15981.1,1273.0
1603,MT325598,USA,[21562:25384](+),3822.0,QIZ15993.1,1273.0
1604,MT325599,USA,[21562:25384](+),3822.0,QIZ16005.1,1273.0
1605,MT325600,USA,[21562:25384](+),3822.0,QIZ16017.1,1273.0
1606,MT325601,USA,[21562:25384](+),3822.0,QIZ16029.1,1273.0
1607,MT325602,USA,[21562:25384](+),3822.0,QIZ16041.1,1273.0
1608,MT325603,USA,[21562:25384](+),3822.0,QIZ16053.1,1273.0
1609,MT325604,USA,[21562:25384](+),3822.0,QIZ16065.1,1273.0
1610,MT325605,USA,[21562:25384](+),3822.0,QIZ16077.1,1273.0
1611,MT325606,USA,[21562:25384](+),3822.0,QIZ16089.1,1273.0
1612,MT325607,USA,[21562:25384](+),3822.0,QIZ16101.1,1273.0
1613,MT325608,USA,[21562:25384](+),3822.0,QIZ16113.1,1273.0
1614,MT325609,USA,[21562:25384](+),3822.0,QIZ16125.1,1273.0
1615,MT325610,USA,[21562:25384](+),3822.0,QIZ16137.1,1273.0
1616,MT325611,USA,[21562:25384](+),3822.0,QIZ16149.1,1273.0
1617,MT325612,USA,[21562:25384](+),3822.0,QIZ16161.1,1273.0
1618,MT325613,USA,[21562:25384](+),3822.0,QIZ16173.1,1273.0
1619,MT325614,USA,[21562:25384](+),3822.0,QIZ16185.1,1273.0
1620,MT325615,USA,[21562:25384](+),3822.0,QIZ16197.1,1273.0
1621,MT325616,USA,[21562:25384](+),3822.0,QIZ16209.1,1273.0
1622,MT325617,USA,[21562:25384](+),3822.0,QIZ16221.1,1273.0
1623,MT325618,USA,[21562:25384](+),3822.0,QIZ16233.1,1273.0
1624,MT325619,USA,[21562:25384](+),3822.0,QIZ16245.1,1273.0
1625,MT325620,USA,[21562:25384](+),3822.0,QIZ16257.1,1273.0
1626,MT325621,USA,[21562:25384](+),3822.0,QIZ16269.1,1273.0
1627,MT325622,USA,[21562:25384](+),3822.0,QIZ16281.1,1273.0
1628,MT325623,USA,[21562:25384](+),3822.0,QIZ16293.1,1273.0
1629,MT325624,USA,[21562:25384](+),3822.0,QIZ16305.1,1273.0
1630,MT325625,USA,[21562:25384](+),3822.0,QIZ16317.1,1273.0
1631,MT325626,USA,[21562:25384](+),3822.0,QIZ16329.1,1273.0
1632,MT325627,USA,[21562:25384](+),3822.0,QIZ16341.1,1273.0
1633,MT325628,USA,[21562:25384](+),3822.0,QIZ16353.1,1273.0
1634,MT325629,USA,[21562:25384](+),3822.0,QIZ16365.1,1273.0
1635,MT325630,USA,[21562:25384](+),3822.0,QIZ16377.1,1273.0
1636,MT325631,USA,[21562:25384](+),3822.0,QIZ16389.1,1273.0
1637,MT325632,USA,[21562:25384](+),3822.0,QIZ16401.1,1273.0
1638,MT325633,USA,[21562:25384](+),3822.0,QIZ16413.1,1273.0
1639,MT325634,USA,[21562:25384](+),3822.0,QIZ16425.1,1273.0
1640,MT325635,USA,[21562:25384](+),3822.0,QIZ16437.1,1273.0
1641,MT325636,USA,[21562:25384](+),3822.0,QIZ16449.1,1273.0
1642,MT325637,USA,[21562:25384](+),3822.0,QIZ16461.1,1273.0
1643,MT325638,USA,[21562:25384](+),3822.0,QIZ16473.1,1273.0
1644,MT325639,USA,[21562:25384](+),3822.0,QIZ16485.1,1273.0
1645,MT325640,USA,[21562:25384](+),3822.0,QIZ16497.1,1273.0
1646,MT326023,USA,[21548:25370](+),3822.0,QIZ12963.1,1273.0
1647,MT326024,USA,[21385:25207](+),3822.0,QIZ12975.1,1273.0
1648,MT326025,USA,[21414:25236](+),3822.0,QIZ12987.1,1273.0
1649,MT326026,USA,[21207:25029](+),3822.0,QIZ12999.1,1273.0
1650,MT326027,USA,[21556:25378](+),3822.0,QIZ13011.1,1273.0
1651,MT326028,USA,[21515:25337](+),3822.0,QIZ13023.1,1273.0
1652,MT326029,USA,[21523:25345](+),3822.0,QIZ13035.1,1273.0
1653,MT326030,USA,[21512:25334](+),3822.0,QIZ13047.1,1273.0
1654,MT326031,USA,[21433:25255](+),3822.0,QIZ13059.1,1273.0
1655,MT326032,USA,[21513:25335](+),3822.0,QIZ13069.1,1273.0
1656,MT326033,USA,[21268:25090](+),3822.0,QIZ13083.1,1273.0
1657,MT326034,USA,[21493:25315](+),3822.0,QIZ13095.1,1273.0
1658,MT326035,USA,[21438:25260](+),3822.0,QIZ13107.1,1273.0
1659,MT326036,USA,[21466:25288](+),3822.0,QIZ13119.1,1273.0
1660,MT326037,USA,[21143:24965](+),3822.0,QIZ13131.1,1273.0
1661,MT326038,USA,[21191:25013](+),3822.0,QIZ13143.1,1273.0
1662,MT326039,USA,[21490:25312](+),3822.0,QIZ13155.1,1273.0
1663,MT326040,USA,[21513:25335](+),3822.0,QIZ13167.1,1273.0
1664,MT326041,USA,[21472:25294](+),3822.0,QIZ13179.1,1273.0
1665,MT326042,USA,[21528:25350](+),3822.0,QIZ13191.1,1273.0
1666,MT326043,USA,[21268:25090](+),3822.0,QIZ13203.1,1273.0
1667,MT326044,USA,[21446:25268](+),3822.0,QIZ13215.1,1273.0
1668,MT326045,USA,[21259:25081](+),3822.0,QIZ13227.1,1273.0
1669,MT326046,USA,[21436:25258](+),3822.0,QIZ13239.1,1273.0
1670,MT326047,USA,[21295:25117](+),3822.0,QIZ13251.1,1273.0
1671,MT326048,USA,[21531:25353](+),3822.0,QIZ13263.1,1273.0
1672,MT326049,USA,[21531:25353](+),3822.0,QIZ13275.1,1273.0
1673,MT326050,USA,[21182:25004](+),3822.0,QIZ13287.1,1273.0
1674,MT326051,USA,[21540:25362](+),3822.0,QIZ13299.1,1273.0
1675,MT326052,USA,[21552:25374](+),3822.0,QIZ13311.1,1273.0
1676,MT326053,USA,[21423:25245](+),3822.0,QIZ13323.1,1273.0
1677,MT326054,USA,[21414:25236](+),3822.0,QIZ13335.1,1273.0
1678,MT326055,USA,[21513:25335](+),3822.0,QIZ13347.1,1273.0
1679,MT326056,USA,[21531:25353](+),3822.0,QIZ13359.1,1273.0
1680,MT326057,USA,[21184:25006](+),3822.0,QIZ13371.1,1273.0
1681,MT326058,USA,[21528:25350](+),3822.0,QIZ13383.1,1273.0
1682,MT326059,USA,[21355:25177](+),3822.0,QIZ13395.1,1273.0
1683,MT326060,USA,[21207:25029](+),3822.0,QIZ13407.1,1273.0
1684,MT326061,USA,[21536:25358](+),3822.0,QIZ13419.1,1273.0
1685,MT326062,USA,[21206:25028](+),3822.0,QIZ13431.1,1273.0
1686,MT326063,USA,[21531:25353](+),3822.0,QIZ13443.1,1273.0
1687,MT326064,USA,[21362:25184](+),3822.0,QIZ13455.1,1273.0
1688,MT326065,USA,[21556:25378](+),3822.0,QIZ13467.1,1273.0
1689,MT326066,USA,[21531:25353](+),3822.0,QIZ13479.1,1273.0
1690,MT326067,USA,[21531:25353](+),3822.0,QIZ13491.1,1273.0
1691,MT326068,USA,[21531:25353](+),3822.0,QIZ13503.1,1273.0
1692,MT326069,USA,[21531:25353](+),3822.0,QIZ13515.1,1273.0
1693,MT326070,USA,[21531:25353](+),3822.0,QIZ13527.1,1273.0
1694,MT326071,USA,[21538:25360](+),3822.0,QIZ13539.1,1273.0
1695,MT326072,USA,[21490:25312](+),3822.0,QIZ13549.1,1273.0
1697,MT326074,USA,[21531:25353](+),3822.0,QIZ13575.1,1273.0
1698,MT326075,USA,[21531:25353](+),3822.0,QIZ13587.1,1273.0
1699,MT326076,USA,[21531:25353](+),3822.0,QIZ13599.1,1273.0
1700,MT326077,USA,[21278:25100](+),3822.0,QIZ13611.1,1273.0
1701,MT326078,USA,[21531:25353](+),3822.0,QIZ13623.1,1273.0
1702,MT326079,USA,[21513:25335](+),3822.0,QIZ13633.1,1273.0
1703,MT326080,USA,[21143:24965](+),3822.0,QIZ13647.1,1273.0
1704,MT326081,USA,[21528:25350](+),3822.0,QIZ13657.1,1273.0
1705,MT326082,USA,[21531:25353](+),3822.0,QIZ13669.1,1273.0
1706,MT326083,USA,[21394:25216](+),3822.0,QIZ13681.1,1273.0
1707,MT326084,USA,[21513:25335](+),3822.0,QIZ13693.1,1273.0
1708,MT326085,USA,[21440:25262](+),3822.0,QIZ13705.1,1273.0
1709,MT326086,USA,[21548:25370](+),3822.0,QIZ13717.1,1273.0
1710,MT326087,USA,[21537:25359](+),3822.0,QIZ13729.1,1273.0
1711,MT326088,USA,[21531:25353](+),3822.0,QIZ13741.1,1273.0
1712,MT326089,USA,[21543:25365](+),3822.0,QIZ13753.1,1273.0
1713,MT326090,USA,[21453:25275](+),3822.0,QIZ13765.1,1273.0
1714,MT326091,USA,[21370:25192](+),3822.0,QIZ13777.1,1273.0
1715,MT326092,USA,[21551:25373](+),3822.0,QIZ13789.1,1273.0
1716,MT326093,USA,[21531:25353](+),3822.0,QIZ13801.1,1273.0
1717,MT326094,USA,[21414:25236](+),3822.0,QIZ13813.1,1273.0
1718,MT326095,USA,[21531:25353](+),3822.0,QIZ13825.1,1273.0
1719,MT326096,USA,[21534:25356](+),3822.0,QIZ13837.1,1273.0
1720,MT326097,USA,[21554:25376](+),3822.0,QIZ13849.1,1273.0
1721,MT326098,USA,[21527:25349](+),3822.0,QIZ13861.1,1273.0
1722,MT326099,USA,[21553:25375](+),3822.0,QIZ13873.1,1273.0
1723,MT326100,USA,[21537:25359](+),3822.0,QIZ13885.1,1273.0
1724,MT326101,USA,[21414:25236](+),3822.0,QIZ13895.1,1273.0
1725,MT326102,USA,[21316:25138](+),3822.0,QIZ13909.1,1273.0
1726,MT326103,USA,[21530:25352](+),3822.0,QIZ13921.1,1273.0
1727,MT326104,USA,[21506:25328](+),3822.0,QIZ13933.1,1273.0
1728,MT326105,USA,[21532:25354](+),3822.0,QIZ13945.1,1273.0
1729,MT326106,USA,[21531:25353](+),3822.0,QIZ13957.1,1273.0
1730,MT326107,USA,[21302:25124](+),3822.0,QIZ13969.1,1273.0
1731,MT326108,USA,[21258:25080](+),3822.0,QIZ13980.1,1273.0
1732,MT326109,USA,[21395:25217](+),3822.0,QIZ13993.1,1273.0
1733,MT326110,USA,[21433:25255](+),3822.0,QIZ14003.1,1273.0
1734,MT326111,USA,[21436:25258](+),3822.0,QIZ14017.1,1273.0
1735,MT326112,USA,[21475:25297](+),3822.0,QIZ14029.1,1273.0
1736,MT326113,USA,[21531:25353](+),3822.0,QIZ14041.1,1273.0
1737,MT326114,USA,[21189:25011](+),3822.0,QIZ14053.1,1273.0
1738,MT326115,USA,[21256:25078](+),3822.0,QIZ14065.1,1273.0
1739,MT326116,USA,[21528:25350](+),3822.0,QIZ14077.1,1273.0
1740,MT326117,USA,[21551:25373](+),3822.0,QIZ14089.1,1273.0
1741,MT326118,USA,[21531:25353](+),3822.0,QIZ14101.1,1273.0
1742,MT326119,USA,[21513:25335](+),3822.0,QIZ14113.1,1273.0
1743,MT326120,USA,[21538:25360](+),3822.0,QIZ14125.1,1273.0
1744,MT326121,USA,[21303:25125](+),3822.0,QIZ14137.1,1273.0
1745,MT326122,USA,[21279:25101](+),3822.0,QIZ14149.1,1273.0
1746,MT326123,USA,[21405:25227](+),3822.0,QIZ14161.1,1273.0
1747,MT326124,USA,[21427:25249](+),3822.0,QIZ14173.1,1273.0
1748,MT326125,USA,[21479:25301](+),3822.0,QIZ14185.1,1273.0
1749,MT326126,USA,[21515:25337](+),3822.0,QIZ14195.1,1273.0
1750,MT326127,USA,[21531:25353](+),3822.0,QIZ14209.1,1273.0
1751,MT326128,USA,[21523:25345](+),3822.0,QIZ14221.1,1273.0
1752,MT326129,USA,[21555:25377](+),3822.0,QIZ14233.1,1273.0
1753,MT326130,USA,[21449:25271](+),3822.0,QIZ14245.1,1273.0
1754,MT326131,USA,[21105:24927](+),3822.0,QIZ14257.1,1273.0
1755,MT326132,USA,[21549:25371](+),3822.0,QIZ14269.1,1273.0
1756,MT326133,USA,[21530:25352](+),3822.0,QIZ14281.1,1273.0
1757,MT326134,USA,[21540:25362](+),3822.0,QIZ14293.1,1273.0
1758,MT326135,USA,[21453:25275](+),3822.0,QIZ14305.1,1273.0
1759,MT326136,USA,[21354:25176](+),3822.0,QIZ14317.1,1273.0
1760,MT326137,USA,[21531:25353](+),3822.0,QIZ14329.1,1273.0
1761,MT326138,USA,[21414:25236](+),3822.0,QIZ14341.1,1273.0
1762,MT326139,USA,[21306:25128](+),3822.0,QIZ14353.1,1273.0
1763,MT326140,USA,[21531:25353](+),3822.0,QIZ14365.1,1273.0
1764,MT326141,USA,[21272:25094](+),3822.0,QIZ14377.1,1273.0
1765,MT326142,USA,[21060:24882](+),3822.0,QIZ14394.1,1273.0
1766,MT326143,USA,[21276:25098](+),3822.0,QIZ14401.1,1273.0
1767,MT326144,USA,[21436:25258](+),3822.0,QIZ14413.1,1273.0
1768,MT326145,USA,[21067:24889](+),3822.0,QIZ14425.1,1273.0
1769,MT326146,USA,[21197:25019](+),3822.0,QIZ14437.1,1273.0
1770,MT326147,USA,[21436:25258](+),3822.0,QIZ14449.1,1273.0
1771,MT326148,USA,[21481:25303](+),3822.0,QIZ14461.1,1273.0
1772,MT326149,USA,[21436:25258](+),3822.0,QIZ14473.1,1273.0
1773,MT326150,USA,[21536:25358](+),3822.0,QIZ14485.1,1273.0
1774,MT326151,USA,[21405:25227](+),3822.0,QIZ14497.1,1273.0
1775,MT326152,USA,[21404:25226](+),3822.0,QIZ14509.1,1273.0
1776,MT326153,USA,[21530:25352](+),3822.0,QIZ14521.1,1273.0
1777,MT326154,USA,[21531:25353](+),3822.0,QIZ14533.1,1273.0
1778,MT326155,USA,[21383:25205](+),3822.0,QIZ14543.1,1273.0
1779,MT326156,USA,[21531:25353](+),3822.0,QIZ14557.1,1273.0
1780,MT326157,USA,[21191:25013](+),3822.0,QIZ14569.1,1273.0
1781,MT326158,USA,[21390:25212](+),3822.0,QIZ14581.1,1273.0
1782,MT326159,USA,[21531:25353](+),3822.0,QIZ14593.1,1273.0
1783,MT326160,USA,[21424:25246](+),3822.0,QIZ14605.1,1273.0
1784,MT326161,USA,[21313:25135](+),3822.0,QIZ14617.1,1273.0
1785,MT326162,USA,[21531:25353](+),3822.0,QIZ14629.1,1273.0
1786,MT326163,USA,[21298:25120](+),3822.0,QIZ14641.1,1273.0
1787,MT326164,USA,[21530:25352](+),3822.0,QIZ14653.1,1273.0
1788,MT326165,USA,[21390:25212](+),3822.0,QIZ14663.1,1273.0
1789,MT326166,USA,[21419:25241](+),3822.0,QIZ14677.1,1273.0
1790,MT326167,USA,[21558:25380](+),3822.0,QIZ14689.1,1273.0
1791,MT326168,USA,[21431:25253](+),3822.0,QIZ14701.1,1273.0
1792,MT326169,USA,[21490:25312](+),3822.0,QIZ14713.1,1273.0
1793,MT326170,USA,[21436:25258](+),3822.0,QIZ14725.1,1273.0
1794,MT326171,USA,[21531:25353](+),3822.0,QIZ14737.1,1273.0
1795,MT326172,USA,[21513:25335](+),3822.0,QIZ14749.1,1273.0
1796,MT326173,USA,[21298:25120](+),3822.0,QIZ14761.1,1273.0
1797,MT326174,USA,[21501:25323](+),3822.0,QIZ14773.1,1273.0
1798,MT326175,USA,[21298:25120](+),3822.0,QIZ14785.1,1273.0
1799,MT326176,USA,[20999:24821](+),3822.0,QIZ14797.1,1273.0
1800,MT326177,USA,[21501:25323](+),3822.0,QIZ14809.1,1273.0
1801,MT326178,USA,[21562:25384](+),3822.0,QIZ14821.1,1273.0
1802,MT326179,USA,[21396:25218](+),3822.0,QIZ14833.1,1273.0
1803,MT326180,USA,[21500:25322](+),3822.0,QIZ14845.1,1273.0
1804,MT326181,USA,[21302:25124](+),3822.0,QIZ14857.1,1273.0
1805,MT326182,USA,[21348:25170](+),3822.0,QIZ14869.1,1273.0
1806,MT326183,USA,[21414:25236](+),3822.0,QIZ14879.1,1273.0
1807,MT326184,USA,[21392:25214](+),3822.0,QIZ14893.1,1273.0
1808,MT326185,USA,[21468:25290](+),3822.0,QIZ14905.1,1273.0
1809,MT326186,USA,[21258:25080](+),3822.0,QIZ14917.1,1273.0
1810,MT326187,USA,[21562:25384](+),3822.0,QIZ14929.1,1273.0
1811,MT326188,USA,[21436:25258](+),3822.0,QIZ14939.1,1273.0
1812,MT326189,USA,[21531:25353](+),3822.0,QIZ14953.1,1273.0
1813,MT326190,USA,[21562:25384](+),3822.0,QIZ14965.1,1273.0
1814,MT326191,USA,[21480:25302](+),3822.0,QIZ14977.1,1273.0
1815,MT327745,Turkey,[21558:25380](+),3822.0,QIZ16509.1,1273.0
1816,MT328032,Greece,[21562:25384](+),3822.0,QIZ16535.1,1273.0
1817,MT328033,Greece,[21562:25384](+),3822.0,QIZ16547.1,1273.0
1818,MT328034,Greece,[21562:25384](+),3822.0,QIZ16559.1,1273.0
1819,MT328035,Greece,[21562:25384](+),3822.0,QIZ16571.1,1273.0
1820,MT039874,China,[21550:25372](+),3822.0,QHZ00369.1,1273.0
1821,MT077125,Italy,[21506:25328](+),3822.0,QIC50498.1,1273.0
1822,MT322394,USA,[21524:25346](+),3822.0,QIX13675.1,1273.0
1823,MT322395,USA,[21526:25348](+),3822.0,QIX13687.1,1273.0
1824,MT322396,USA,[21526:25348](+),3822.0,QIX13699.1,1273.0
1825,MT322397,USA,[21552:25374](+),3822.0,QIX13711.1,1273.0
1826,MT322398,USA,[21525:25347](+),3822.0,QIX13723.1,1273.0
1827,MT322399,USA,[21523:25345](+),3822.0,QIX13734.1,1273.0
1828,MT322400,USA,[21546:25368](+),3822.0,QIX13747.1,1273.0
1829,MT322401,USA,[21559:25381](+),3822.0,QIX13759.1,1273.0
1830,MT322402,USA,[21557:25379](+),3822.0,QIX13771.1,1273.0
1831,MT322403,USA,[21551:25373](+),3822.0,QIX13783.1,1273.0
1832,MT322404,USA,[21524:25346](+),3822.0,QIX13795.1,1273.0
1833,MT322405,USA,[21561:25383](+),3822.0,QIX13807.1,1273.0
1834,MT322406,USA,[21545:25367](+),3822.0,QIX13819.1,1273.0
1835,MT322407,USA,[21525:25347](+),3822.0,QIX13831.1,1273.0
1836,MT322408,USA,[21525:25347](+),3822.0,QIX13843.1,1273.0
1837,MT322409,USA,[21559:25381](+),3822.0,QIX13855.1,1273.0
1838,MT322410,USA,[21550:25372](+),3822.0,QIX13867.1,1273.0
1839,MT322411,USA,[21525:25347](+),3822.0,QIX13879.1,1273.0
1840,MT322412,USA,[21560:25382](+),3822.0,QIX13891.1,1273.0
1841,MT322413,USA,[21556:25378](+),3822.0,QIX13903.1,1273.0
1842,MT322414,USA,[21560:25382](+),3822.0,QIX13915.1,1273.0
1843,MT322415,USA,[21524:25346](+),3822.0,QIX13927.1,1273.0
1844,MT322416,USA,[21526:25348](+),3822.0,QIX13939.1,1273.0
1845,MT322417,USA,[21560:25382](+),3822.0,QIX13951.1,1273.0
1846,MT322418,USA,[21555:25377](+),3822.0,QIX13963.1,1273.0
1847,MT322419,USA,[21558:25380](+),3822.0,QIX13975.1,1273.0
1848,MT322420,USA,[21523:25345](+),3822.0,QIX13987.1,1273.0
1849,MT322421,USA,[21560:25382](+),3822.0,QIX13999.1,1273.0
1850,MT322422,USA,[21556:25378](+),3822.0,QIX14011.1,1273.0
1851,MT322423,USA,[21559:25381](+),3822.0,QIX14023.1,1273.0
1852,MT322424,USA,[21562:25384](+),3822.0,QIX14035.1,1273.0
1853,MT320538,France,[21562:25384](+),3822.0,QIX12148.2,1273.0
1854,MT320891,Iran,[21518:25340](+),3822.0,QIX12195.1,1273.0
1855,MT308692,USA,[21515:25337](+),3822.0,QIV65000.1,1273.0
1856,MT308693,USA,[21513:25335](+),3822.0,QIV65011.1,1273.0
1857,MT308694,USA,[21513:25335](+),3822.0,QIV65022.1,1273.0
1858,MT308695,USA,[21513:25335](+),3822.0,QIV65033.1,1273.0
1859,MT308696,USA,[21513:25335](+),3822.0,QIV65044.1,1273.0
1860,MT308697,USA,[21515:25337](+),3822.0,QIV65055.1,1273.0
1861,MT308698,USA,[21513:25335](+),3822.0,QIV65066.1,1273.0
1862,MT308699,USA,[21507:25329](+),3822.0,QIV65077.1,1273.0
1863,MT308700,USA,[21513:25335](+),3822.0,QIV65088.1,1273.0
1865,MT308702,USA,[21537:25359](+),3822.0,QIV64965.1,1273.0
1866,MT308703,USA,[21537:25359](+),3822.0,QIV64977.1,1273.0
1867,MT308704,USA,[21537:25359](+),3822.0,QIV64989.1,1273.0
1869,MT300186,USA,[21537:25359](+),3822.0,QIV14972.1,1273.0
1870,MT304474,South Korea,[21562:25384](+),3822.0,QIV14984.1,1273.0
1871,MT304475,South Korea,[21562:25384](+),3822.0,QIV14996.1,1273.0
1872,MT304476,South Korea,[21562:25384](+),3822.0,QIV15008.1,1273.0
1873,MT304477,USA,[21562:25384](+),3822.0,QIV15020.1,1273.0
1874,MT304478,USA,[21562:25384](+),3822.0,QIV15032.1,1273.0
1875,MT304479,USA,[21562:25384](+),3822.0,QIV15044.1,1273.0
1876,MT304480,USA,[21562:25384](+),3822.0,QIV15056.1,1273.0
1877,MT304481,USA,[21562:25384](+),3822.0,QIV15068.1,1273.0
1878,MT304482,USA,[21562:25384](+),3822.0,QIV15080.1,1273.0
1879,MT304483,USA,[21562:25384](+),3822.0,QIV15092.1,1273.0
1880,MT304484,USA,[21562:25384](+),3822.0,QIV15104.1,1273.0
