,Metabolit,Part,Molecular Formula,Molecular Weight,CID Kanaya,CID Pubchem,Canonical SMILES,Referensi  Antivirus,Referensi  Antimalaria/Antiplasmodium,Referensi  Treatment Meningitis,enumerator,species,CID PubChem,Referensi,Akar,Batang,Daun,Bunga,Buah,Referensi kandungan,Referensi Kandungan,Biji,Essential oil,Cabang,sinonim,Referensi 1,Referensi 2,referensi 3 (part),Sinonim,Referensi 1 (Metabolite),Referensi 2 ,Referensi 3,Referensi 1 (metabolit),"Referensi 2 (3D, Smiles)"
71,13-octadecenoic acid (E),fruit peel,C18H34O2,282.5 ,,,CCCCC=CCCCCCCCCCCCC(=O)O,,,,Adnan (MA),1513. Salacca zalacca,6161490,"http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh, https://pubchem.ncbi.nlm.nih.gov/compound/trans-13-Octadecenoic-acid",,,,,,,,,,,,,,,,,,,,
72,stearic acid ,fruit peel, C18H36O2,284.5 ,,,CCCCCCCCCCCCCCCCCC(=O)O,,,,Adnan (MA),1513. Salacca zalacca,5281,"http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh, https://pubchem.ncbi.nlm.nih.gov/compound/Stearic-acid",,,,,,,,,,,,,,,,,,,,
73,gluconic acid,fruit peel,C6H12O7,196.16 ,,,C(C(C(C(C(C(=O)O)O)O)O)O)O,,,,Adnan (MA),1513. Salacca zalacca,10690 ,"http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh, https://pubchem.ncbi.nlm.nih.gov/compound/Gluconic-acid",,,,,,,,,,,,,,,,,,,,
74,arachidic acid,fruit peel,C20H40O2,312.5 ,,,CCCCCCCCCCCCCCCCCCCC(=O)O,,,,Adnan (MA),1513. Salacca zalacca,10467,"http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh, https://pubchem.ncbi.nlm.nih.gov/compound/Arachidic-acid",,,,,,,,,,,,,,,,,,,,
75,"iron (0), (2-methylbutadiene)-1,2-bis (disisopropylphosphino) ethane",fruit peel,,,,,,,,,Adnan (MA),1513. Salacca zalacca,,http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh,,,,,,,,,,,,,,,,,,,,
76,1-monopalmitin,fruit peel,C19H38O4,330.5 ,,,CCCCCCCCCCCCCCCC(=O)OCC(CO)O,,,,Adnan (MA),1513. Salacca zalacca,14900,"http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh, https://pubchem.ncbi.nlm.nih.gov/compound/Glyceryl-palmitate",,,,,,,,,,,,,,,,,,,,
77,sucrose,fruit peel,C12H22O11,342.3 ,,,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,,,,Adnan (MA),1513. Salacca zalacca,5988,"http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh, https://pubchem.ncbi.nlm.nih.gov/compound/Sucrose",,,,,,,,,,,,,,,,,,,,
78,y-tocopherol,fruit peel,C28H48O2,416.7 ,,,CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O,,,,Adnan (MA),1513. Salacca zalacca,92729,"http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh, https://pubchem.ncbi.nlm.nih.gov/compound/gamma-Tocopherol",,,,,,,,,,,,,,,,,,,,
79,"stigmastan-3,5-diene",fruit peel,C29H48,396.7 ,,,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC=C4)C)C)C(C)C,,,,Adnan (MA),1513. Salacca zalacca,525918,"http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh, https://pubchem.ncbi.nlm.nih.gov/compound/Stigmastan-3_5-diene",,,,,,,,,,,,,,,,,,,,
80,a-tocopherol,fruit peel,C29H50O2,430.7 ,,,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,,,,Adnan (MA),1513. Salacca zalacca,1742129,"http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh, https://pubchem.ncbi.nlm.nih.gov/compound/alpha-Tocopherol",,,,,,,,,,,,,,,,,,,,
81,campesterol,fruit peel,C28H48O ,400.7 ,,,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,,,,Adnan (MA),1513. Salacca zalacca,173183 ,"http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh, https://pubchem.ncbi.nlm.nih.gov/compound/Campesterol",,,,,,,,,,,,,,,,,,,,
82,stigmasterol,fruit peel,C29H48O,412.7 ,,,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,,,Adnan (MA),1513. Salacca zalacca,5280794,http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh,,,,,,,,,,,,,,,,,,,,
83,b-sitosterol,fruit peel,C29H50O,414.7 ,,,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,,,Adnan (MA),1513. Salacca zalacca,222284,"http://www.phcogres.com/article.asp?issn=0974-8490;year=2018;volume=10;issue=4;spage=385;epage=390;aulast=Saleh, https://pubchem.ncbi.nlm.nih.gov/compound/beta-Sitosterol",,,,,,,,,,,,,,,,,,,,
84,Calactin,,C29H40O9,532.26723288,C00003608,,CC1CC(C2(C(O1)OC3CC4CCC5C(C4(CC3O2)C=O)CCC6(C5(CCC6C7=CC(=O)OC7)O)C)O)O,,,,Adnan (MA),1638. Calotropis gigantea,441849 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00003608, https://pubchem.ncbi.nlm.nih.gov/compound/Calactin",,,,,,,,,,,,,,,,,,,,
85,Calotropin,,C29H40O9,532.26723288,C00003609,,CC1CC(C2(C(O1)OC3CC4CCC5C(C4(CC3O2)C=O)CCC6(C5(CCC6C7=CC(=O)OC7)O)C)O)O,,,,Adnan (MA),1638. Calotropis gigantea,16142 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00003609, https://pubchem.ncbi.nlm.nih.gov/compound/16142",,,,,,,,,,,,,,,,,,,,
86,alpha-Amyrin,,C30H50O,426.38616622,C00003737,,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C,,,,Adnan (MA),1638. Calotropis gigantea,73170,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00003737, https://pubchem.ncbi.nlm.nih.gov/compound/alpha-Amyrin",,,,,,,,,,,,,,,,,,,,
87,beta-Amyrin,,C30H50O,426.38616622,C00003738,,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C)C,,,,Adnan (MA),1638. Calotropis gigantea,73145,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00003738, https://pubchem.ncbi.nlm.nih.gov/compound/beta-Amyrin",,,,,,,,,,,,,,,,,,,,
88,Isorhamnetin 3-O-rutinoside,,C28H32O16,624.16903498,C00005548,,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,,,,Adnan (MA),1638. Calotropis gigantea,5481663,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00005548, https://pubchem.ncbi.nlm.nih.gov/compound/Narcissin",,,,,,,,,,,,,,,,,,,,
89,Isorhamnetin 3-(2G-galactosylrutinoside),,C34H42O21,786.22185841,C00005572,,,,,,Adnan (MA),1638. Calotropis gigantea,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00005572,,,,,,,,,,,,,,,,,,,,
90,Taraxasteryl acetate,,C32H52O2,468.3967309,C00022684,,CC1C2C3CCC4C5(CCC(C(C5CCC4(C3(CCC2(CCC1=C)C)C)C)(C)C)OC(=O)C)C,,,,Adnan (MA),1638. Calotropis gigantea,344468 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00022684, https://pubchem.ncbi.nlm.nih.gov/compound/Taraxasterol_-acetate",,,,,,,,,,,,,,,,,,,,
91,Uzarigenin,,C23H34O4,374.24570957,C00032469,,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=CC(=O)OC5)O)C)O,,,,Adnan (MA),1638. Calotropis gigantea,92760 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00032469, https://pubchem.ncbi.nlm.nih.gov/compound/Uzarigenin",,,,,,,,,,,,,,,,,,,,
92,15beta-Hydroxycalotropin,,C29H40O10,548.2621475,C00041246,,CC1CC(C2(C(O1)OC3CC4CCC5C(C4(CC3O2)C=O)CCC6(C5(C(CC6C7=CC(=O)OC7)O)O)C)O)O,,,,Adnan (MA),1638. Calotropis gigantea,15118545,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00041246. https://pubchem.ncbi.nlm.nih.gov/compound/15118545,,,,,,,,,,,,,,,,,,,,
93,Calactinic acid methyl ester,,C30H42O10,562.27779756,C00041405,,CC1CC(C(O1)OC2CC3CCC4C(C3(CC2O)C=O)CCC5(C4(CCC5C6=CC(=O)OC6)O)C)(C(=O)OC)O,,,,Adnan (MA),1638. Calotropis gigantea,44583861,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00041405, https://pubchem.ncbi.nlm.nih.gov/compound/44583861",,,,,,,,,,,,,,,,,,,,
94,Kaempferol 3-vicianoside,,C26H28O15,580.14282023,C00005162,,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,,,,Adnan (MA),1771. Asplenium nidus,44258800 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00005162, https://pubchem.ncbi.nlm.nih.gov/compound/Kaempferol-3-vicianoside",,,,,,,,,,,,,,,,,,,,
95,"Kaempferol 3-gentiobioside-7,4'-diglucoside",,C39H50O26,934.25903177,C00005263,,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O,,,,Adnan (MA),1771. Asplenium nidus,44258854 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00005263, https://pubchem.ncbi.nlm.nih.gov/compound/44258854",,,,,,,,,,,,,,,,,,,,
96,diethyl phthalate,,C12H14O4,222.24 ,,,CCOC(=O)C1=CC=CC=C1C(=O)OCC,,,,Adnan (MA),1851. Azolla pinnata,6781,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/Diethyl-phthalate",,,,,,,,,,,,,,,,,,,,
97,"sulfurous acid, cyclohexylmethyl tridecyl ester",,C20H40O3S ,360.6 ,,,CCCCCCCCCCCCCOS(=O)OCC1CCCCC1,,,,Adnan (MA),1851. Azolla pinnata,6421702 ,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/Sulfurous-acid_-cyclohexylmethyl-tridecyl-ester",,,,,,,,,,,,,,,,,,,,
98,"nonane 2,2,4,4,6,8,8,-heptamethyl",,C16H34,226.44 ,,,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,,,,Adnan (MA),1851. Azolla pinnata,20414,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/isocetane",,,,,,,,,,,,,,,,,,,,
99,"methacrylic acid, dodecyl ester",,C16H30O2,254.41 ,,,CCCCCCCCCCCCOC(=O)C(=C)C,,,,Adnan (MA),1851. Azolla pinnata,8906,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/Dodecyl-methacrylate",,,,,,,,,,,,,,,,,,,,
100,1-nonadecene,,C19H38,266.5 ,,,CCCCCCCCCCCCCCCCCC=C,,,,Adnan (MA),1851. Azolla pinnata,29075,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/1-Nonadecene",,,,,,,,,,,,,,,,,,,,
101,neophytadiene,,C20H38,278.5 ,,,CC(C)CCCC(C)CCCC(C)CCCC(=C)C=C,,,,Adnan (MA),1851. Azolla pinnata,10446,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/Neophytadiene",,,,,,,,,,,,,,,,,,,,
102,"3,7,11,15-tetramethyl-2-hexadecen-1-ol",,C20H40O,296.5 ,,,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,,,,Adnan (MA),1851. Azolla pinnata,5366244,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/5366244",,,,,,,,,,,,,,,,,,,,
103,"hexadecenoic acid, methyl ester",,C17H32O2 ,268.4 ,,,CCCCCCCCCCCCCC=CC(=O)OC,,,,Adnan (MA),1851. Azolla pinnata,5362679 ,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/2-Hexadecenoic-acid_-methyl-ester_-_E",,,,,,,,,,,,,,,,,,,,
104,"benzenepropanoic acid, 3,5-bis(1,1-dimethyl)-4",,,,,,,,,,Adnan (MA),1851. Azolla pinnata,,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/Sulfurous-acid_-cyclohexylmethyl-pentadecyl-ester",,,,,,,,,,,,,,,,,,,,
105,"methacrylic acid, pentadecyl ester",,C19H36O2 ,296.5 ,,,CCCCCCCCCCCCCCCOC(=O)C(=C)C,,,,Adnan (MA),1851. Azolla pinnata,80232 ,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/Pentadecyl-methacrylate",,,,,,,,,,,,,,,,,,,,
106,"sulfurous acid, cyclohexylmethyl pentadecyl ester",,C22H44O3S ,388.6 ,,,CCCCCCCCCCCCCCCOS(=O)OCC1CCCCC1,,,,Adnan (MA),1851. Azolla pinnata,6421704 ,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/Sulfurous-acid_-cyclohexylmethyl-pentadecyl-ester",,,,,,,,,,,,,,,,,,,,
107,"2,4,4,6,6,8,8-heptamethyl-1-nonene",,C16H32 ,224.42 ,,,CC(=C)CC(C)(C)CC(C)(C)CC(C)(C)C,,,,Adnan (MA),1851. Azolla pinnata,545785 ,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/545785",,,,,,,,,,,,,,,,,,,,
108,behenic alcohol,,,,,,,,,,Adnan (MA),1851. Azolla pinnata,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982,,,,,,,,,,,,,,,,,,,,
109,"methacrylic acid, hexadecyl exter",,C20H38O2 ,310.5 ,,,CCCCCCCCCCCCCCCCOC(=O)C(=C)C,,,,Adnan (MA),1851. Azolla pinnata,17235 ,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/Hexadecyl-methacrylate",,,,,,,,,,,,,,,,,,,,
110,bis(2-ethylhexyl) methylphosphonate,,C17H37O3P ,320.4 ,,,CCCCC(CC)COP(=O)(C)OCC(CC)CCCC,,,,Adnan (MA),1851. Azolla pinnata,566100 ,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/Bis_2-ethylhexyl_-methylphosphonate",,,,,,,,,,,,,,,,,,,,
111,"methacrylic acid, heptadecyl ester",,C21H40O2 ,324.5 ,,,CCCCCCCCCCCCCCCCCOC(=O)C(=C)C,,,,Adnan (MA),1851. Azolla pinnata,80233 ,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206982, https://pubchem.ncbi.nlm.nih.gov/compound/Heptadecyl-methacrylate",,,,,,,,,,,,,,,,,,,,
112,p-Cresol,whole plant,C7H8O,108.14 ,,,CC1=CC=C(C=C1)O,,,,Adnan (MA),Hydrocotyle javanica,2879,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/P-Cresol",,,,,,,,,,,,,,,,,,,,
113,"Cyclohexanone, 2-acetyl-",whole plant,C8H12O2,140.18 ,,,CC(=O)C1CCCCC1=O,,,,Adnan (MA),Hydrocotyle javanica,13400,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/2-Acetylcyclohexanone",,,,,,,,,,,,,,,,,,,,
114,"Bicyclo(3.1.1)heptane-2,3-diol, 2,6,6-trimethyl-",whole plant,C10H18O2 ,170.25 ,,,CC1(C2CC1C(C(C2)O)(C)O)C,,,,Adnan (MA),Hydrocotyle javanica,12518181,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/12518181",,,,,,,,,,,,,,,,,,,,
115,d-Elemene,whole plant,C15H24,204.35 ,,,CC(C)C1=CC(C(CC1)(C)C=C)C(=C)C,,,,Adnan (MA),Hydrocotyle javanica,12309449,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/delta-Elemene",,,,,,,,,,,,,,,,,,,,
116,τ-Elemene,whole plant,C15H24,,,,,,,,Adnan (MA),Hydrocotyle javanica,,https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb,,,,,,,,,,,,,,,,,,,,
117,"Furan-2-carbohydrazide, N2-(3-indolylmethylene)-",whole plant,C14H11N3O2 ,,,,,,,,Adnan (MA),Hydrocotyle javanica,,https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb,,,,,,,,,,,,,,,,,,,,
118,"2(3H)-Naphthalenone, 4,4a,5,6,7,8 -hexahydro-1-methoxy-",whole plant,C11H16O2,,,,,,,,Adnan (MA),Hydrocotyle javanica,,https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb ,,,,,,,,,,,,,,,,,,,,
119,Caryophyllene,whole plant,C15H24,204.35 ,,,CC1=CCCC(=C)C2CC(C2CC1)(C)C,,,,Adnan (MA),Hydrocotyle javanica,5354499 ,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/5354499",,,,,,,,,,,,,,,,,,,,
120,cis-b-Farnesene,whole plant,C15H24,204.35 ,,,CC(=CCCC(=CCCC(=C)C=C)C)C,,,,Adnan (MA),Hydrocotyle javanica,5317319 ,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/cis-beta-Farnesene",,,,,,,,,,,,,,,,,,,,
121,Humulene,whole plant,C15H24,204.35 ,,,CC1=CCC(C=CCC(=CCC1)C)(C)C,,,,Adnan (MA),Hydrocotyle javanica,5281520 ,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/Humulene https://pubchem.ncbi.nlm.nih.gov/compound/Humulene",,,,,,,,,,,,,,,,,,,,
122,"(2,6,6-Trimethylcyclohex-1-enylmethanesulfonyl)benzene",whole plant,C16H22O2S ,,,,,,,,Adnan (MA),Hydrocotyle javanica,,https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb,,,,,,,,,,,,,,,,,,,,
123,g-Elemene,whole plant,C15H24,204.35 ,,,CC(=C1CCC(C(C1)C(=C)C)(C)C=C)C,,,,Adnan (MA),Hydrocotyle javanica,6432312,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/gamma-Elemene",,,,,,,,,,,,,,,,,,,,
124,b- Nerlidiol,whole plant,C15H26O,,,,,,,,Adnan (MA),Hydrocotyle javanica,,https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb,,,,,,,,,,,,,,,,,,,,
125,"1H-Cycloprop[e]azulen-7-ol, decahydro-1,1,7-trimethyl-4-methylene-, [1ar-(1aa,4aa,7 b ,7ab,7ba)]-",whole plant,C15H24O,,,,,,,,Adnan (MA),Hydrocotyle javanica,,https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb,,,,,,,,,,,,,,,,,,,,
126,(-)-Spathulenol,whole plant,C15H24O,220.35 ,,,CC1(C2C1C3C(CCC3(C)O)C(=C)CC2)C,,,,Adnan (MA),Hydrocotyle javanica,92231,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/Spathulenol",,,,,,,,,,,,,,,,,,,,
127,Isoaromadendrene epoxide,whole plant,C15H24O,220.35 ,,,CC1CCC2C1C3C(C3(C)C)CC4C2(O4)C,,,,Adnan (MA),Hydrocotyle javanica,534398 ,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/Isoaromadendrene-epoxide",,,,,,,,,,,,,,,,,,,,
128,"3,7,11,15-Tetramethyl-2-hexadecen-1-ol",whole plant,C20H40O,296.5 ,,,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,,,,Adnan (MA),Hydrocotyle javanica,5366244,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/5366244",,,,,,,,,,,,,,,,,,,,
129,7-Hexadecyn-1-ol,whole plant,C16H30O,238.41 ,,,CCCCCCCCC#CCCCCCCO,,,,Adnan (MA),Hydrocotyle javanica,549047 ,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/7-Hexadecyn-1-ol",,,,,,,,,,,,,,,,,,,,
130,"Phytol, acetate",whole plant,C22H42O2,338.6 ,,,CC(C)CCCC(C)CCCC(C)CCCC(=CCOC(=O)C)C,,,,Adnan (MA),Hydrocotyle javanica,6428538,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/6428538",,,,,,,,,,,,,,,,,,,,
131,"Hexadecanoic acid, methyl ester",whole plant,C17H34O2 ,270.5 ,,,CCCCCCCCCCCCCCCC(=O)OC,,,,Adnan (MA),Hydrocotyle javanica,8181,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/Methyl-palmitate",,,,,,,,,,,,,,,,,,,,
132,Dibutyl phthalate,whole plant,C16H22O4,278.34 ,,,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,,,,Adnan (MA),Hydrocotyle javanica,3026 ,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/Dibutyl-phthalate",,,,,,,,,,,,,,,,,,,,
133,n-Propyl 11-octadecenoate,whole plant,C21H40O2,324.5 ,,,CCCCCCC=CCCCCCCCCCC(=O)OCCC,,,,Adnan (MA),Hydrocotyle javanica,87131822,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/n-Propyl-11-octadecenoate",,,,,,,,,,,,,,,,,,,,
134,"9,12-Octadecadienoic acid (Z,Z)-",whole plant,C18H32O2 ,280.4 ,,,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,Adnan (MA),Hydrocotyle javanica,3931,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/9_12-Octadecadienoic-acid",,,,,,,,,,,,,,,,,,,,
135,"9-Octadecenoic acid (Z)-, methyl ester",whole plant,C19H36O2 ,296.5 ,,,CCCCCCCCC=CCCCCCCCC(=O)OC,,,,Adnan (MA),Hydrocotyle javanica,8202,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/Methyl-9-octadecenoate",,,,,,,,,,,,,,,,,,,,
136,Phytol,whole plant,C20H40O,296.5 ,,,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,,,,Adnan (MA),Hydrocotyle javanica,5280435,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/Phytol",,,,,,,,,,,,,,,,,,,,
137,"9,12-Octadecadienoic acid (Z,Z)-, methyl ester",whole plant,C19H34O2,310.5 ,,,COC(=O)CCCCCCCC=CCC=CCCCCCO,,,,Adnan (MA),Hydrocotyle javanica,6439705,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/6439705",,,,,,,,,,,,,,,,,,,,
138,Ethyl Oleate,whole plant,C20H38O2,310.5 ,,,CCCCCCCCC=CCCCCCCCC(=O)OCC,,,,Adnan (MA),Hydrocotyle javanica,5363269,"https://www.researchgate.net/publication/319288523_GC-_MS_Profiling_of_Ethnomedicinal_Plant_Hydrocotyle_javanica_Thunb, https://pubchem.ncbi.nlm.nih.gov/compound/Ethyl-oleate",,,,,,,,,,,,,,,,,,,,
