,enumerator,family,family_2,misc1,misc2,misc3,file,path
106,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_6184.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_6184.sdf
107,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_8103.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_8103.sdf
108,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_25079986.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_25079986.sdf
109,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_5281158.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_5281158.sdf
110,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_441562.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_441562.sdf
111,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_441688.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_441688.sdf
112,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_441772.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_441772.sdf
113,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_5281515.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_5281515.sdf
114,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_44256621.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_44256621.sdf
115,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_44256635.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_44256635.sdf
116,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_10143380.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_10143380.sdf
117,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_44256741.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_44256741.sdf
118,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_68482.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_68482.sdf
119,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_5318659.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_5318659.sdf
120,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_44256672.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_44256672.sdf
121,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_44256812.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_44256812.sdf
122,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_44257772.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_44257772.sdf
123,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_44256941.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_44256941.sdf
124,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_2345.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_2345.sdf
125,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_244.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_244.sdf
126,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_31289.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_31289.sdf
127,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_240.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_240.sdf
128,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_8363.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_8363.sdf
129,Yustika Sari (YS),Caryophyllaceae,023-Dianthus caryophyllus,,,,Conformer3D_CID_12297.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Caryophyllaceae/023-Dianthus caryophyllus/Conformer3D_CID_12297.sdf
130,Yustika Sari (YS),Casuarinaceae,025-Casuarina equisetifolia,,,,Conformer3D_CID_9064.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Casuarinaceae/025-Casuarina equisetifolia/Conformer3D_CID_9064.sdf
131,Yustika Sari (YS),Casuarinaceae,025-Casuarina equisetifolia,,,,Conformer3D_CID_222284.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Casuarinaceae/025-Casuarina equisetifolia/Conformer3D_CID_222284.sdf
132,Yustika Sari (YS),Casuarinaceae,025-Casuarina equisetifolia,,,,Conformer3D_CID_73145.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Casuarinaceae/025-Casuarina equisetifolia/Conformer3D_CID_73145.sdf
133,Yustika Sari (YS),Casuarinaceae,025-Casuarina equisetifolia,,,,Conformer3D_CID_5280863.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Casuarinaceae/025-Casuarina equisetifolia/Conformer3D_CID_5280863.sdf
134,Yustika Sari (YS),Casuarinaceae,025-Casuarina equisetifolia,,,,Conformer3D_CID_5282149.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Casuarinaceae/025-Casuarina equisetifolia/Conformer3D_CID_5282149.sdf
135,Yustika Sari (YS),Casuarinaceae,025-Casuarina equisetifolia,,,,Conformer3D_CID_5280804.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Casuarinaceae/025-Casuarina equisetifolia/Conformer3D_CID_5280804.sdf
136,Yustika Sari (YS),Casuarinaceae,025-Casuarina equisetifolia,,,,Conformer3D_CID_5281855.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Casuarinaceae/025-Casuarina equisetifolia/Conformer3D_CID_5281855.sdf
137,Yustika Sari (YS),Casuarinaceae,025-Casuarina equisetifolia,,,,Conformer3D_CID_7428.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Casuarinaceae/025-Casuarina equisetifolia/Conformer3D_CID_7428.sdf
138,Yustika Sari (YS),Casuarinaceae,025-Casuarina equisetifolia,,,,Conformer3D_CID_9882981.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Casuarinaceae/025-Casuarina equisetifolia/Conformer3D_CID_9882981.sdf
139,Yustika Sari (YS),Casuarinaceae,025-Casuarina equisetifolia,,,,Conformer3D_CID_9859098.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Casuarinaceae/025-Casuarina equisetifolia/Conformer3D_CID_9859098.sdf
140,Yustika Sari (YS),Casuarinaceae,024-Casuarina junghuhniana,,,,Conformer3D_CID_11711453.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Casuarinaceae/024-Casuarina junghuhniana/Conformer3D_CID_11711453.sdf
141,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_69867.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_69867.sdf
142,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_637542.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_637542.sdf
143,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_442261.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_442261.sdf
144,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_5988.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_5988.sdf
145,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_11727586.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_11727586.sdf
146,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_196.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_196.sdf
147,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_743.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_743.sdf
148,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_867.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_867.sdf
149,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_17288.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_17288.sdf
150,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_5202.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_5202.sdf
151,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_6736.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_6736.sdf
152,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_1150.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_1150.sdf
153,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_5281176.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_5281176.sdf
154,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_135449343.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_135449343.sdf
155,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_91559.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_91559.sdf
156,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_135438590.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_135438590.sdf
157,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_135926600.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_135926600.sdf
158,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_441632.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_441632.sdf
159,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_135438597.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_135438597.sdf
160,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_6325833.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_6325833.sdf
161,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_135665556.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_135665556.sdf
162,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_135438600.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_135438600.sdf
163,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_442667.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_442667.sdf
164,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_442668.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_442668.sdf
165,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_348154.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_348154.sdf
166,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_445858.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_445858.sdf
167,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_176079.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_176079.sdf
168,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_441833.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_441833.sdf
169,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_76390859.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_76390859.sdf
170,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_5387194.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_5387194.sdf
171,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_44257736.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_44257736.sdf
172,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_10494.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_10494.sdf
173,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_135398641.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_135398641.sdf
174,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_102283898.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_102283898.sdf
175,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_25246300.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_25246300.sdf
176,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_135871117.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_135871117.sdf
177,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_14803858.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_14803858.sdf
178,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_1833.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_1833.sdf
179,Yustika Sari (YS),Chenopodiaceae,027-Beta vulgaris,,,,Conformer3D_CID_896.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Chenopodiaceae/027-Beta vulgaris/Conformer3D_CID_896.sdf
180,Yustika Sari (YS),Clusiaceae,028-Hypericum patulum,,,,Conformer3D_CID_5281643.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/028-Hypericum patulum/Conformer3D_CID_5281643.sdf
181,Yustika Sari (YS),Clusiaceae,028-Hypericum patulum,,,,Conformer3D_CID_5280805.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/028-Hypericum patulum/Conformer3D_CID_5280805.sdf
182,Yustika Sari (YS),Clusiaceae,028-Hypericum patulum,,,,Conformer3D_CID_5495928.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/028-Hypericum patulum/Conformer3D_CID_5495928.sdf
183,Yustika Sari (YS),Clusiaceae,028-Hypericum patulum,,,,Conformer3D_CID_5479774.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/028-Hypericum patulum/Conformer3D_CID_5479774.sdf
184,Yustika Sari (YS),Clusiaceae,028-Hypericum patulum,,,,Conformer3D_CID_5324261.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/028-Hypericum patulum/Conformer3D_CID_5324261.sdf
185,Yustika Sari (YS),Clusiaceae,028-Hypericum patulum,,,,Conformer3D_CID_441298.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/028-Hypericum patulum/Conformer3D_CID_441298.sdf
186,Yustika Sari (YS),Clusiaceae,028-Hypericum patulum,,,,Conformer3D_CID_15958474.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/028-Hypericum patulum/Conformer3D_CID_15958474.sdf
187,Yustika Sari (YS),Clusiaceae,028-Hypericum patulum,,,,Conformer3D_CID_101920414.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/028-Hypericum patulum/Conformer3D_CID_101920414.sdf
188,Yustika Sari (YS),Clusiaceae,028-Hypericum patulum,,,,Conformer3D_CID_70698384.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/028-Hypericum patulum/Conformer3D_CID_70698384.sdf
189,Yustika Sari (YS),Clusiaceae,028-Hypericum patulum,,,,Conformer3D_CID_53883544.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/028-Hypericum patulum/Conformer3D_CID_53883544.sdf
190,Yustika Sari (YS),Clusiaceae,028-Hypericum patulum,,,,Conformer3D_CID_54276319.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/028-Hypericum patulum/Conformer3D_CID_54276319.sdf
191,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_72276.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_72276.sdf
192,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_124025.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_124025.sdf
193,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_5281633.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_5281633.sdf
194,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_5281641.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_5281641.sdf
195,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_5281650.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_5281650.sdf
196,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_5281656.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_5281656.sdf
197,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_68213.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_68213.sdf
198,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_222284.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_222284.sdf
199,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_5480834.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_5480834.sdf
200,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_119258.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_119258.sdf
201,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_124017.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_124017.sdf
202,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_9872976.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_9872976.sdf
203,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_46880203.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_46880203.sdf
204,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_392450.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_392450.sdf
205,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_5495925.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_5495925.sdf
206,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_509270.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_509270.sdf
207,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_5464078.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_5464078.sdf
208,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_5495928.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_5495928.sdf
209,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_44159808.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_44159808.sdf
210,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_5495926.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_5495926.sdf
211,Yustika Sari (YS),Clusiaceae,029-Garcinia mangostana,,,,Conformer3D_CID_10298511.sdf,drive/My Drive/Database Ligan Covid-19/Yustika Sari (YS)/Clusiaceae/029-Garcinia mangostana/Conformer3D_CID_10298511.sdf
